date,symbol,marketcapname,sector
28-03-2023,WSI,Smallcap,Realty
28-03-2023,SBCL,Smallcap,FMCG
28-03-2023,TEMBO,Smallcap,Services
28-03-2023,CAREERP,Smallcap,Services
29-03-2023,ASIANHOTNR,Smallcap,Services
29-03-2023,VARDMNPOLY,Smallcap,Textiles
29-03-2023,VSSL,Smallcap,Metals
31-03-2023,INGERRAND,Midcap,FMCG
31-03-2023,WSI,Smallcap,Realty
31-03-2023,AHLUCONT,Midcap,Realty
31-03-2023,ZENTEC,Midcap,I.T
31-03-2023,DRCSYSTEMS,Smallcap,I.T
31-03-2023,POLICYBZR,Largecap,I.T
03-04-2023,INGERRAND,Midcap,FMCG
03-04-2023,TTKHLTCARE,Smallcap,Miscellaneous
03-04-2023,VARDMNPOLY,Smallcap,Textiles
03-04-2023,FOCUS,Smallcap,FMCG
03-04-2023,ASHAPURMIN,Smallcap,Industrials
03-04-2023,NUCLEUS,Smallcap,I.T
03-04-2023,APARINDS,Largecap,FMCG
03-04-2023,GLENMARK,Largecap,Pharmaceuticals
03-04-2023,JBMA,Midcap,Auto
03-04-2023,NITINSPIN,Smallcap,Textiles
03-04-2023,TIIL,Smallcap,Metals
03-04-2023,TITAGARH,Midcap,FMCG
03-04-2023,ZENTEC,Midcap,I.T
03-04-2023,DRCSYSTEMS,Smallcap,I.T
03-04-2023,MAFANG,Smallcap,Indices
05-04-2023,KIRLOSIND,Smallcap,Finance
05-04-2023,KSB,Midcap,FMCG
05-04-2023,SMLISUZU,Smallcap,Auto
05-04-2023,TTKHLTCARE,Smallcap,Miscellaneous
05-04-2023,VARDMNPOLY,Smallcap,Textiles
05-04-2023,PRICOLLTD,Smallcap,Auto
05-04-2023,ANANTRAJ,Midcap,Realty
05-04-2023,ARROWGREEN,Smallcap,FMCG
05-04-2023,ADORWELD,Smallcap,FMCG
05-04-2023,FOCUS,Smallcap,FMCG
05-04-2023,LINC,Smallcap,Miscellaneous
05-04-2023,ANMOL,Smallcap,Services
05-04-2023,CYIENT,Midcap,I.T
05-04-2023,APARINDS,Largecap,FMCG
05-04-2023,TIIL,Smallcap,Metals
05-04-2023,VSSL,Smallcap,Metals
06-04-2023,FINCABLES,Midcap,Industrials
06-04-2023,LGBBROSLTD,Smallcap,Auto
06-04-2023,WSI,Smallcap,Realty
06-04-2023,TTKHLTCARE,Smallcap,Miscellaneous
06-04-2023,CHOLAFIN,Largecap,Finance
06-04-2023,USHAMART,Midcap,Metals
06-04-2023,AXISILVER,Smallcap,Indices
06-04-2023,NEULANDLAB,Midcap,Pharmaceuticals
06-04-2023,ICEMAKE,Smallcap,FMCG
06-04-2023,ASHAPURMIN,Smallcap,Industrials
06-04-2023,STERTOOLS,Smallcap,Industrials
06-04-2023,IRISDOREME,Smallcap,Textiles
06-04-2023,LINC,Smallcap,Miscellaneous
06-04-2023,ANMOL,Smallcap,Services
06-04-2023,ATULAUTO,Smallcap,Auto
06-04-2023,KSOLVES,Smallcap,I.T
06-04-2023,APARINDS,Largecap,FMCG
06-04-2023,APTECHT,Smallcap,I.T
06-04-2023,RKFORGE,Midcap,Industrials
06-04-2023,NITINSPIN,Smallcap,Textiles
06-04-2023,TITAGARH,Midcap,FMCG
06-04-2023,GISOLUTION,Smallcap,Finance
06-04-2023,CAREERP,Smallcap,Services
06-04-2023,ANURAS,Midcap,Industrials
10-04-2023,SAKSOFT,Smallcap,I.T
10-04-2023,MARATHON,Smallcap,Realty
10-04-2023,UNIVCABLES,Smallcap,Industrials
10-04-2023,WSI,Smallcap,Realty
10-04-2023,PRICOLLTD,Smallcap,Auto
10-04-2023,NEULANDLAB,Midcap,Pharmaceuticals
10-04-2023,FOCUS,Smallcap,FMCG
10-04-2023,ICEMAKE,Smallcap,FMCG
10-04-2023,MARSHALL,Smallcap,Industrials
10-04-2023,RKFORGE,Midcap,Industrials
10-04-2023,NITINSPIN,Smallcap,Textiles
10-04-2023,MALLCOM,Smallcap,Textiles
11-04-2023,ASIANHOTNR,Smallcap,Services
11-04-2023,KIRLOSBROS,Midcap,FMCG
11-04-2023,WSI,Smallcap,Realty
11-04-2023,MOLDTECH,Smallcap,Industrials
11-04-2023,GATECHDVR,Smallcap,Finance
11-04-2023,LINCOLN,Smallcap,Pharmaceuticals
11-04-2023,IZMO,Smallcap,I.T
11-04-2023,BVCL,Smallcap,Industrials
11-04-2023,BAJAJ-AUTO,Largecap,Auto
11-04-2023,SOMICONVEY,Smallcap,FMCG
11-04-2023,GISOLUTION,Smallcap,Finance
11-04-2023,VSSL,Smallcap,Metals
11-04-2023,ANURAS,Midcap,Industrials
11-04-2023,MALLCOM,Smallcap,Textiles
11-04-2023,BHARATWIRE,Smallcap,Metals
12-04-2023,DRREDDY,Largecap,Pharmaceuticals
12-04-2023,VENUSPIPES,Smallcap,Metals
12-04-2023,VARDMNPOLY,Smallcap,Textiles
12-04-2023,AXISILVER,Smallcap,Indices
12-04-2023,SAFARI,Midcap,FMCG
12-04-2023,NFL,Smallcap,Industrials
12-04-2023,FOCUS,Smallcap,FMCG
12-04-2023,GATECHDVR,Smallcap,Finance
12-04-2023,MARSHALL,Smallcap,Industrials
12-04-2023,CHOICEIN,Smallcap,Finance
12-04-2023,LINCOLN,Smallcap,Pharmaceuticals
12-04-2023,IGL,Largecap,Industrials
12-04-2023,TIIL,Smallcap,Metals
12-04-2023,BVCL,Smallcap,Industrials
12-04-2023,TITAGARH,Midcap,FMCG
12-04-2023,BAJAJ-AUTO,Largecap,Auto
12-04-2023,DATAPATTNS,Midcap,FMCG
13-04-2023,ASIANHOTNR,Smallcap,Services
13-04-2023,DENORA,Smallcap,FMCG
13-04-2023,GRAUWEIL,Smallcap,Industrials
13-04-2023,ICICISILVE,Smallcap,Indices
13-04-2023,VARDMNPOLY,Smallcap,Textiles
13-04-2023,HDFCSILVER,Smallcap,Indices
13-04-2023,AXISILVER,Smallcap,Indices
13-04-2023,SAFARI,Midcap,FMCG
13-04-2023,GATECHDVR,Smallcap,Finance
13-04-2023,ASHAPURMIN,Smallcap,Industrials
13-04-2023,TOUCHWOOD,Smallcap,Media
13-04-2023,MEDICO,Smallcap,Pharmaceuticals
13-04-2023,CHOICEIN,Smallcap,Finance
13-04-2023,INDIAMART,Midcap,I.T
13-04-2023,APARINDS,Largecap,FMCG
13-04-2023,PFOCUS,Smallcap,Media
13-04-2023,TIIL,Smallcap,Metals
13-04-2023,CAREERP,Smallcap,Services
13-04-2023,VSSL,Smallcap,Metals
13-04-2023,ANURAS,Midcap,Industrials
13-04-2023,DATAPATTNS,Midcap,FMCG
13-04-2023,MINDACORP,Midcap,Auto
17-04-2023,DENORA,Smallcap,FMCG
17-04-2023,LGBBROSLTD,Smallcap,Auto
17-04-2023,PRESSMN,Smallcap,Miscellaneous
17-04-2023,CHOLAFIN,Largecap,Finance
17-04-2023,ETHOSLTD,Smallcap,FMCG
17-04-2023,GET&D,Midcap,FMCG
17-04-2023,CONTROLPR,Smallcap,I.T
17-04-2023,KINGFA,Smallcap,FMCG
17-04-2023,GAEL,Midcap,FMCG
17-04-2023,MARKSANS,Midcap,Pharmaceuticals
17-04-2023,SERVOTECH,Smallcap,FMCG
17-04-2023,ASHAPURMIN,Smallcap,Industrials
17-04-2023,HGINFRA,Midcap,Realty
17-04-2023,MARINE,Smallcap,FMCG
17-04-2023,LINC,Smallcap,Miscellaneous
17-04-2023,ANMOL,Smallcap,Services
17-04-2023,IZMO,Smallcap,I.T
17-04-2023,PFOCUS,Smallcap,Media
17-04-2023,ANURAS,Midcap,Industrials
17-04-2023,PRECAM,Smallcap,Auto
18-04-2023,SAKSOFT,Smallcap,I.T
18-04-2023,LGBBROSLTD,Smallcap,Auto
18-04-2023,MARATHON,Smallcap,Realty
18-04-2023,WSI,Smallcap,Realty
18-04-2023,PRESSMN,Smallcap,Miscellaneous
18-04-2023,CONTROLPR,Smallcap,I.T
18-04-2023,LINC,Smallcap,Miscellaneous
18-04-2023,CHOICEIN,Smallcap,Finance
18-04-2023,KSOLVES,Smallcap,I.T
18-04-2023,CYIENT,Midcap,I.T
18-04-2023,LIKHITHA,Smallcap,Realty
18-04-2023,JBMA,Midcap,Auto
18-04-2023,INDIANB,Largecap,Bank
18-04-2023,CAMLINFINE,Smallcap,Industrials
18-04-2023,PRECAM,Smallcap,Auto
18-04-2023,NAGAFERT,Smallcap,Industrials
19-04-2023,SAKSOFT,Smallcap,I.T
19-04-2023,SURYAROSNI,Midcap,Metals
19-04-2023,PENINLAND,Smallcap,Realty
19-04-2023,SDBL,Smallcap,FMCG
19-04-2023,GET&D,Midcap,FMCG
19-04-2023,AUROPHARMA,Largecap,Pharmaceuticals
19-04-2023,MAGADSUGAR,Smallcap,FMCG
19-04-2023,SERVOTECH,Smallcap,FMCG
19-04-2023,MIRZAINT,Smallcap,FMCG
19-04-2023,KAMATHOTEL,Smallcap,Services
19-04-2023,ICEMAKE,Smallcap,FMCG
19-04-2023,HGINFRA,Midcap,Realty
19-04-2023,AXITA,Smallcap,Textiles
19-04-2023,KSOLVES,Smallcap,I.T
19-04-2023,APTECHT,Smallcap,I.T
19-04-2023,JBMA,Midcap,Auto
20-04-2023,SAKSOFT,Smallcap,I.T
20-04-2023,WSI,Smallcap,Realty
20-04-2023,MANUGRAPH,Smallcap,FMCG
20-04-2023,HARIOMPIPE,Smallcap,Metals
20-04-2023,ADORWELD,Smallcap,FMCG
20-04-2023,SUPERHOUSE,Smallcap,FMCG
20-04-2023,KAMATHOTEL,Smallcap,Services
20-04-2023,MMP,Smallcap,Metals
20-04-2023,LIKHITHA,Smallcap,Realty
20-04-2023,ROHLTD,Smallcap,Services
20-04-2023,TITAGARH,Midcap,FMCG
20-04-2023,KECL,Smallcap,FMCG
20-04-2023,DATAPATTNS,Midcap,FMCG
21-04-2023,SAKSOFT,Smallcap,I.T
21-04-2023,LAMBODHARA,Smallcap,Textiles
21-04-2023,WSI,Smallcap,Realty
21-04-2023,MARKSANS,Midcap,Pharmaceuticals
21-04-2023,MIRZAINT,Smallcap,FMCG
21-04-2023,CHOICEIN,Smallcap,Finance
21-04-2023,AXITA,Smallcap,Textiles
21-04-2023,SBC,Smallcap,Textiles
21-04-2023,CYIENT,Midcap,I.T
21-04-2023,ROHLTD,Smallcap,Services
21-04-2023,DEEPINDS,Smallcap,Industrials
21-04-2023,LUMAXTECH,Smallcap,Auto
21-04-2023,HILTON,Smallcap,Industrials
21-04-2023,RAMKY,Midcap,Realty
24-04-2023,LAMBODHARA,Smallcap,Textiles
24-04-2023,NCC,Midcap,Realty
24-04-2023,PRESSMN,Smallcap,Miscellaneous
24-04-2023,THEMISMED,Smallcap,Pharmaceuticals
24-04-2023,MMP,Smallcap,Metals
24-04-2023,REPL,Smallcap,Miscellaneous
24-04-2023,RVNL,Largecap,Realty
24-04-2023,SBC,Smallcap,Textiles
24-04-2023,CSBBANK,Midcap,Bank
24-04-2023,KSOLVES,Smallcap,I.T
24-04-2023,CYIENT,Midcap,I.T
24-04-2023,DEEPINDS,Smallcap,Industrials
24-04-2023,HILTON,Smallcap,Industrials
24-04-2023,RAMKY,Midcap,Realty
24-04-2023,AMIORG,Smallcap,Pharmaceuticals
24-04-2023,POWERMECH,Midcap,FMCG
25-04-2023,SAKSOFT,Smallcap,I.T
25-04-2023,NCC,Midcap,Realty
25-04-2023,SURYAROSNI,Midcap,Metals
25-04-2023,WSI,Smallcap,Realty
25-04-2023,RSSOFTWARE,Smallcap,I.T
25-04-2023,EIMCOELECO,Smallcap,FMCG
25-04-2023,FOCUS,Smallcap,FMCG
25-04-2023,SERVOTECH,Smallcap,FMCG
25-04-2023,JASH,Smallcap,FMCG
25-04-2023,REPL,Smallcap,Miscellaneous
25-04-2023,IRCON,Midcap,Realty
25-04-2023,IRISDOREME,Smallcap,Textiles
25-04-2023,AXITA,Smallcap,Textiles
25-04-2023,RVNL,Largecap,Realty
25-04-2023,BLKASHYAP,Smallcap,Realty
25-04-2023,HILTON,Smallcap,Industrials
25-04-2023,TITAGARH,Midcap,FMCG
25-04-2023,GISOLUTION,Smallcap,Finance
25-04-2023,ANURAS,Midcap,Industrials
26-04-2023,SAKSOFT,Smallcap,I.T
26-04-2023,PENINLAND,Smallcap,Realty
26-04-2023,BANSWRAS,Smallcap,Textiles
26-04-2023,WSI,Smallcap,Realty
26-04-2023,RSSOFTWARE,Smallcap,I.T
26-04-2023,KEI,Largecap,Industrials
26-04-2023,AUROPHARMA,Largecap,Pharmaceuticals
26-04-2023,ASHAPURMIN,Smallcap,Industrials
26-04-2023,THEMISMED,Smallcap,Pharmaceuticals
26-04-2023,TEMBO,Smallcap,Services
26-04-2023,IRCON,Midcap,Realty
26-04-2023,AXITA,Smallcap,Textiles
26-04-2023,RVNL,Largecap,Realty
26-04-2023,HILTON,Smallcap,Industrials
26-04-2023,BVCL,Smallcap,Industrials
26-04-2023,TARAPUR,Smallcap,FMCG
26-04-2023,TRITURBINE,Midcap,FMCG
27-04-2023,CHENNPETRO,Midcap,Industrials
27-04-2023,ORIENTHOT,Smallcap,Services
27-04-2023,RAYMOND,Midcap,Textiles
27-04-2023,SURYAROSNI,Midcap,Metals
27-04-2023,WSI,Smallcap,Realty
27-04-2023,WELSPUNIND,Midcap,Textiles
27-04-2023,GET&D,Midcap,FMCG
27-04-2023,SAFARI,Midcap,FMCG
27-04-2023,EIMCOELECO,Smallcap,FMCG
27-04-2023,FOCUS,Smallcap,FMCG
27-04-2023,RKEC,Smallcap,Realty
27-04-2023,THEMISMED,Smallcap,Pharmaceuticals
27-04-2023,TEMBO,Smallcap,Services
27-04-2023,IRCON,Midcap,Realty
27-04-2023,MARINE,Smallcap,FMCG
27-04-2023,AXITA,Smallcap,Textiles
27-04-2023,GLENMARK,Largecap,Pharmaceuticals
27-04-2023,OFSS,Largecap,I.T
27-04-2023,BVCL,Smallcap,Industrials
27-04-2023,KECL,Smallcap,FMCG
27-04-2023,MINDACORP,Midcap,Auto
28-04-2023,BOMDYEING,Smallcap,Textiles
28-04-2023,ARVIND,Midcap,Textiles
28-04-2023,HINDOILEXP,Smallcap,Oils
28-04-2023,GSFC,Midcap,Industrials
28-04-2023,NESTLEIND,Largecap,FMCG
28-04-2023,ITC,Largecap,FMCG
28-04-2023,WSI,Smallcap,Realty
28-04-2023,IVP,Smallcap,Industrials
28-04-2023,ETHOSLTD,Smallcap,FMCG
28-04-2023,PRICOLLTD,Smallcap,Auto
28-04-2023,GET&D,Midcap,FMCG
28-04-2023,FOCUS,Smallcap,FMCG
28-04-2023,GLENMARK,Largecap,Pharmaceuticals
28-04-2023,OFSS,Largecap,I.T
28-04-2023,DATAMATICS,Smallcap,I.T
28-04-2023,ROHLTD,Smallcap,Services
28-04-2023,GISOLUTION,Smallcap,Finance
28-04-2023,TARAPUR,Smallcap,FMCG
28-04-2023,ANURAS,Midcap,Industrials
28-04-2023,GLS,Midcap,Pharmaceuticals
28-04-2023,SYNGENE,Largecap,Pharmaceuticals
02-05-2023,ARVIND,Midcap,Textiles
02-05-2023,NCC,Midcap,Realty
02-05-2023,PENINLAND,Smallcap,Realty
02-05-2023,WSI,Smallcap,Realty
02-05-2023,TI,Midcap,FMCG
02-05-2023,IVP,Smallcap,Industrials
02-05-2023,CARBORUNIV,Largecap,FMCG
02-05-2023,WELSPUNIND,Midcap,Textiles
02-05-2023,ICIL,Midcap,Textiles
02-05-2023,NEWGEN,Midcap,I.T
02-05-2023,IRCON,Midcap,Realty
02-05-2023,KSOLVES,Smallcap,I.T
02-05-2023,OFSS,Largecap,I.T
02-05-2023,DATAMATICS,Smallcap,I.T
02-05-2023,LOKESHMACH,Smallcap,FMCG
02-05-2023,RECLTD,Largecap,Finance
02-05-2023,GISOLUTION,Smallcap,Finance
02-05-2023,KECL,Smallcap,FMCG
02-05-2023,TDPOWERSYS,Smallcap,FMCG
02-05-2023,MTARTECH,Midcap,Industrials
03-05-2023,ARVIND,Midcap,Textiles
03-05-2023,HSCL,Midcap,Industrials
03-05-2023,NCC,Midcap,Realty
03-05-2023,APOLLOTYRE,Largecap,Auto
03-05-2023,DYNAMATECH,Smallcap,FMCG
03-05-2023,GRPLTD,Smallcap,FMCG
03-05-2023,UGROCAP,Smallcap,Finance
03-05-2023,KILITCH,Smallcap,Pharmaceuticals
03-05-2023,MARSHALL,Smallcap,Industrials
03-05-2023,INDIAMART,Midcap,I.T
03-05-2023,ENGINERSIN,Midcap,Realty
03-05-2023,DATAMATICS,Smallcap,I.T
03-05-2023,BLKASHYAP,Smallcap,Realty
03-05-2023,LOKESHMACH,Smallcap,FMCG
03-05-2023,TITAGARH,Midcap,FMCG
03-05-2023,GISOLUTION,Smallcap,Finance
03-05-2023,GRAVITA,Midcap,Metals
03-05-2023,CIGNITITEC,Smallcap,I.T
03-05-2023,ANURAS,Midcap,Industrials
04-05-2023,ABB,Largecap,FMCG
04-05-2023,HSCL,Midcap,Industrials
04-05-2023,JISLJALEQS,Smallcap,FMCG
04-05-2023,APOLLOTYRE,Largecap,Auto
04-05-2023,BANSWRAS,Smallcap,Textiles
04-05-2023,CHOLAHLDNG,Midcap,Finance
04-05-2023,HEG,Midcap,FMCG
04-05-2023,CHOLAFIN,Largecap,Finance
04-05-2023,UGROCAP,Smallcap,Finance
04-05-2023,CARBORUNIV,Largecap,FMCG
04-05-2023,GANECOS,Smallcap,Textiles
04-05-2023,RSSOFTWARE,Smallcap,I.T
04-05-2023,KEI,Largecap,Industrials
04-05-2023,ABCAPITAL,Largecap,Finance
04-05-2023,HARDWYN,Smallcap,Services
04-05-2023,MARSHALL,Smallcap,Industrials
04-05-2023,INDIAMART,Midcap,I.T
04-05-2023,SBC,Smallcap,Textiles
04-05-2023,AURIONPRO,Smallcap,I.T
04-05-2023,M&MFIN,Largecap,Finance
04-05-2023,TITAGARH,Midcap,FMCG
04-05-2023,BECTORFOOD,Midcap,FMCG
05-05-2023,ABB,Largecap,FMCG
05-05-2023,AGI,Midcap,Services
05-05-2023,APOLLOTYRE,Largecap,Auto
05-05-2023,WSI,Smallcap,Realty
05-05-2023,CHOLAFIN,Largecap,Finance
05-05-2023,MANINDS,Smallcap,Metals
05-05-2023,PRICOLLTD,Smallcap,Auto
05-05-2023,PVP,Smallcap,Realty
05-05-2023,NKIND,Smallcap,FMCG
05-05-2023,YUKEN,Smallcap,FMCG
05-05-2023,GET&D,Midcap,FMCG
05-05-2023,ONEPOINT,Smallcap,I.T
05-05-2023,HARDWYN,Smallcap,Services
05-05-2023,PATELENG,Smallcap,Realty
05-05-2023,POWERINDIA,Midcap,FMCG
05-05-2023,KSOLVES,Smallcap,I.T
05-05-2023,ENGINERSIN,Midcap,Realty
05-05-2023,DATAMATICS,Smallcap,I.T
05-05-2023,AURIONPRO,Smallcap,I.T
05-05-2023,RANEENGINE,Smallcap,Auto
05-05-2023,TDPOWERSYS,Smallcap,FMCG
08-05-2023,AGI,Midcap,Services
08-05-2023,IONEXCHANG,Midcap,FMCG
08-05-2023,INDHOTEL,Largecap,Services
08-05-2023,APOLLOTYRE,Largecap,Auto
08-05-2023,MANINDS,Smallcap,Metals
08-05-2023,GANECOS,Smallcap,Textiles
08-05-2023,YUKEN,Smallcap,FMCG
08-05-2023,GET&D,Midcap,FMCG
08-05-2023,ABCAPITAL,Largecap,Finance
08-05-2023,KAMATHOTEL,Smallcap,Services
08-05-2023,HARDWYN,Smallcap,Services
08-05-2023,PATELENG,Smallcap,Realty
08-05-2023,KSOLVES,Smallcap,I.T
08-05-2023,APARINDS,Largecap,FMCG
08-05-2023,TVSMOTOR,Largecap,Auto
08-05-2023,OFSS,Largecap,I.T
08-05-2023,RKFORGE,Midcap,Industrials
08-05-2023,AURIONPRO,Smallcap,I.T
08-05-2023,LOKESHMACH,Smallcap,FMCG
08-05-2023,JAIBALAJI,Midcap,Metals
08-05-2023,KECL,Smallcap,FMCG
08-05-2023,WABAG,Smallcap,FMCG
08-05-2023,TRITURBINE,Midcap,FMCG
08-05-2023,SONACOMS,Largecap,Auto
08-05-2023,GLS,Midcap,Pharmaceuticals
08-05-2023,PRECAM,Smallcap,Auto
09-05-2023,APOLLOTYRE,Largecap,Auto
09-05-2023,CARBORUNIV,Largecap,FMCG
09-05-2023,VINDHYATEL,Smallcap,Realty
09-05-2023,VESUVIUS,Midcap,Industrials
09-05-2023,MENONBE,Smallcap,Industrials
09-05-2023,ELGIRUBCO,Smallcap,FMCG
09-05-2023,SERVOTECH,Smallcap,FMCG
09-05-2023,KAMATHOTEL,Smallcap,Services
09-05-2023,STYLAMIND,Smallcap,Miscellaneous
09-05-2023,APOLLOPIPE,Smallcap,FMCG
09-05-2023,FSL,Midcap,I.T
09-05-2023,MICEL,Smallcap,FMCG
09-05-2023,JAIBALAJI,Midcap,Metals
09-05-2023,WABAG,Smallcap,FMCG
09-05-2023,SONACOMS,Largecap,Auto
09-05-2023,MALLCOM,Smallcap,Textiles
09-05-2023,MGL,Midcap,Industrials
10-05-2023,SUNFLAG,Smallcap,Metals
10-05-2023,SIEMENS,Largecap,FMCG
10-05-2023,IVP,Smallcap,Industrials
10-05-2023,DREAMFOLKS,Smallcap,Miscellaneous
10-05-2023,VINDHYATEL,Smallcap,Realty
10-05-2023,VESUVIUS,Midcap,Industrials
10-05-2023,YUKEN,Smallcap,FMCG
10-05-2023,SAFARI,Midcap,FMCG
10-05-2023,MENONBE,Smallcap,Industrials
10-05-2023,NDGL,Smallcap,Finance
10-05-2023,KILITCH,Smallcap,Pharmaceuticals
10-05-2023,CYIENT,Midcap,I.T
10-05-2023,ROHLTD,Smallcap,Services
10-05-2023,KEC,Midcap,FMCG
10-05-2023,VOLTAMP,Midcap,FMCG
10-05-2023,FSL,Midcap,I.T
10-05-2023,MICEL,Smallcap,FMCG
10-05-2023,GISOLUTION,Smallcap,Finance
10-05-2023,ADL,Smallcap,Miscellaneous
10-05-2023,SONACOMS,Largecap,Auto
10-05-2023,POWERMECH,Midcap,FMCG
10-05-2023,MGL,Midcap,Industrials
10-05-2023,VBL,Largecap,FMCG
11-05-2023,DENORA,Smallcap,FMCG
11-05-2023,KIRLOSBROS,Midcap,FMCG
11-05-2023,SUNFLAG,Smallcap,Metals
11-05-2023,SIEMENS,Largecap,FMCG
11-05-2023,CHOLAHLDNG,Midcap,Finance
11-05-2023,UGROCAP,Smallcap,Finance
11-05-2023,EIMCOELECO,Smallcap,FMCG
11-05-2023,MENONBE,Smallcap,Industrials
11-05-2023,NDGL,Smallcap,Finance
11-05-2023,NEULANDLAB,Midcap,Pharmaceuticals
11-05-2023,SERVOTECH,Smallcap,FMCG
11-05-2023,THEINVEST,Smallcap,Finance
11-05-2023,ONEPOINT,Smallcap,I.T
11-05-2023,MANORAMA,Smallcap,FMCG
11-05-2023,RVNL,Largecap,Realty
11-05-2023,REFEX,Smallcap,Services
11-05-2023,TDPOWERSYS,Smallcap,FMCG
11-05-2023,SONACOMS,Largecap,Auto
12-05-2023,ABB,Largecap,FMCG
12-05-2023,DENORA,Smallcap,FMCG
12-05-2023,KIRLOSBROS,Midcap,FMCG
12-05-2023,SIEMENS,Largecap,FMCG
12-05-2023,TATAMOTORS,Largecap,Auto
12-05-2023,BBL,Smallcap,FMCG
12-05-2023,ZENSARTECH,Midcap,I.T
12-05-2023,DYNAMATECH,Smallcap,FMCG
12-05-2023,RESPONIND,Midcap,FMCG
12-05-2023,ELECON,Midcap,FMCG
12-05-2023,CHOLAFIN,Largecap,Finance
12-05-2023,ETHOSLTD,Smallcap,FMCG
12-05-2023,MANINDS,Smallcap,Metals
12-05-2023,ADORWELD,Smallcap,FMCG
12-05-2023,ONWARDTEC,Smallcap,I.T
12-05-2023,NDGL,Smallcap,Finance
12-05-2023,NEULANDLAB,Midcap,Pharmaceuticals
12-05-2023,SERVOTECH,Smallcap,FMCG
12-05-2023,NEWGEN,Midcap,I.T
12-05-2023,MANORAMA,Smallcap,FMCG
12-05-2023,CHEMBOND,Smallcap,Industrials
12-05-2023,PATELENG,Smallcap,Realty
12-05-2023,CHALET,Midcap,Services
12-05-2023,ANUP,Smallcap,Industrials
12-05-2023,SBC,Smallcap,Textiles
12-05-2023,GLENMARK,Largecap,Pharmaceuticals
12-05-2023,CERA,Midcap,Industrials
12-05-2023,REFEX,Smallcap,Services
12-05-2023,TDPOWERSYS,Smallcap,FMCG
12-05-2023,INTELLECT,Midcap,I.T
12-05-2023,POWERMECH,Midcap,FMCG
12-05-2023,PRECAM,Smallcap,Auto
15-05-2023,TATAMTRDVR,Largecap,Auto
15-05-2023,DENORA,Smallcap,FMCG
15-05-2023,ELECTCAST,Midcap,Industrials
15-05-2023,KIRLOSBROS,Midcap,FMCG
15-05-2023,TATAMOTORS,Largecap,Auto
15-05-2023,ZENSARTECH,Midcap,I.T
15-05-2023,CHOLAHLDNG,Midcap,Finance
15-05-2023,DYNAMATECH,Smallcap,FMCG
15-05-2023,ELECON,Midcap,FMCG
15-05-2023,SHREYANIND,Smallcap,Industrials
15-05-2023,SHREYAS,Smallcap,Services
15-05-2023,EIMCOELECO,Smallcap,FMCG
15-05-2023,SHRIPISTON,Midcap,Auto
15-05-2023,NEULANDLAB,Midcap,Pharmaceuticals
15-05-2023,STEELCITY,Smallcap,Services
15-05-2023,CREDITACC,Largecap,Finance
15-05-2023,CHEMBOND,Smallcap,Industrials
15-05-2023,PATELENG,Smallcap,Realty
15-05-2023,VSTTILLERS,Smallcap,Auto
15-05-2023,ARTEMISMED,Smallcap,Pharmaceuticals
15-05-2023,SBICARD,Largecap,Finance
15-05-2023,KSOLVES,Smallcap,I.T
15-05-2023,AURIONPRO,Smallcap,I.T
15-05-2023,REPRO,Smallcap,Miscellaneous
15-05-2023,LOKESHMACH,Smallcap,FMCG
15-05-2023,DLF,Largecap,Realty
15-05-2023,MAGNUM,Smallcap,Industrials
15-05-2023,GISOLUTION,Smallcap,Finance
15-05-2023,AMIORG,Smallcap,Pharmaceuticals
15-05-2023,RATEGAIN,Midcap,I.T
15-05-2023,INTELLECT,Midcap,I.T
15-05-2023,MALLCOM,Smallcap,Textiles
15-05-2023,PRECAM,Smallcap,Auto
16-05-2023,ELECTCAST,Midcap,Industrials
16-05-2023,HARIOMPIPE,Smallcap,Metals
16-05-2023,SHREYANIND,Smallcap,Industrials
16-05-2023,VINDHYATEL,Smallcap,Realty
16-05-2023,VESUVIUS,Midcap,Industrials
16-05-2023,SHANTIGEAR,Smallcap,Auto
16-05-2023,SHRIPISTON,Midcap,Auto
16-05-2023,ELGIRUBCO,Smallcap,FMCG
16-05-2023,AUBANK,Largecap,Bank
16-05-2023,SERVOTECH,Smallcap,FMCG
16-05-2023,CREDITACC,Largecap,Finance
16-05-2023,AARON,Smallcap,FMCG
16-05-2023,LINC,Smallcap,Miscellaneous
16-05-2023,SONATSOFTW,Midcap,I.T
16-05-2023,TAJGVK,Smallcap,Services
16-05-2023,REPRO,Smallcap,Miscellaneous
16-05-2023,VOLTAMP,Midcap,FMCG
16-05-2023,PGIL,Smallcap,FMCG
16-05-2023,FSL,Midcap,I.T
16-05-2023,ASTRAL,Largecap,FMCG
16-05-2023,DLF,Largecap,Realty
16-05-2023,MAGNUM,Smallcap,Industrials
16-05-2023,IWEL,Smallcap,Miscellaneous
16-05-2023,UJJIVAN,Midcap,Finance
17-05-2023,CHENNPETRO,Midcap,Industrials
17-05-2023,MANINDS,Smallcap,Metals
17-05-2023,VINDHYATEL,Smallcap,Realty
17-05-2023,HARSHA,Smallcap,Auto
17-05-2023,GIPCL,Smallcap,Miscellaneous
17-05-2023,VESUVIUS,Midcap,Industrials
17-05-2023,ICIL,Midcap,Textiles
17-05-2023,AMBER,Midcap,FMCG
17-05-2023,ORIENTBELL,Smallcap,Industrials
17-05-2023,MEGASTAR,Smallcap,FMCG
